Global Company Key,Data Date,Data Year - Fiscal,Ticker Symbol,CUSIP,Company Name,Fiscal Year-end Month,Current Assets - Total,Assets - Total,Book Value Per Share,Cash,Cost of Goods Sold,Common Shares Outstanding,Debt in Current Liabilities - Total,Long-Term Debt - Total,Dividends - Total,Earnings Before Interest and Taxes,Employees,Gross Profit (Loss),Invested Capital - Total,Inventories - Total,Current Liabilities - Total,Liabilities - Total,Net Income (Loss),"Property, Plant and Equipment - Total (Gross)",Retained Earnings,Receivables - Total,Sales/Turnover (Net),Stockholders Equity - Parent,Interest and Related Expense - Total,Market Value - Total - Fiscal,Price Close - Annual - Fiscal,Standard Industry Classification Code 
29382,20191231,2019,SHOO,556269108,MADDEN STEVEN LTD,12,718.879,1278.647,9.9198,264.101,1100.754,83.52,38.624,133.172,48.426,193.993,4,686.403,974.396,136.896,281.271,437.423,141.311,331.65,1279.966,254.637,1787.157,828.501,,3592.1952,43.01,3140
29389,20191231,2019,SPG,828806109,SIMON PROPERTY GROUP INC,12,,31231.63,8.103,669.373,2472.045,306.869,2857.06,21822.979,,3273.68,4.5,3648.993,24953.29,0,,28101.319,2101.584,,-5498.556,832.151,6121.038,2526.398,822.695,45711.2062,148.96,6798
29392,20191231,2019,EMN,277432100,EASTMAN CHEMICAL CO,12,3321,16008,43.8275,204,6429,135.942,226,5752,347,1309,14.5,2844,11784,1662,1789,9976,759,13101,7751,1375,9273,5958,225,10774.7629,79.26,2821
29609,20190630,2019,HAIN,405217100,HAIN CELESTIAL GROUP INC,6,701.787,2582.62,14.5781,39.526,1799.141,104.219,25.919,613.537,0,114.834,5.441,503.327,2132.856,364.887,383.157,1063.301,-183.314,562.302,470.013,236.945,2302.468,1519.319,32.623,2282.3961,21.9,2000
29649,20191231,2019,MAA,59522J103,MID-AMERICA APT CMNTYS INC,12,,11230.45,52.7386,20.476,1164.699,114.246,207.805,4279.912,446.386,453.989,2.513,500.11,10583.502,0,,4926.86,353.811,,-1098.657,,1664.809,6082.696,182.736,15064.4776,131.86,6798
29733,20191231,2019,MLM,573284106,MARTIN MARIETTA MATERIALS,12,1426.7,10131.6,85.75,21,3192.7,62.4,395.5,2873.4,129.8,876.3,8.846,1546.4,8226.7,690.8,838.5,4778.3,611.9,9115.4,1931.4,573.7,4739.1,5350.8,134.4,17449.536,279.64,1400
29734,20191231,2019,MINI,60740F105,MOBILE MINI INC,12,,2116.877,19.056,8.053,380.998,44.152,34.48,937.378,49.09,161.044,2.042,231.627,1778.74,9.517,,1275.515,83.734,1581.972,380.192,104.39,612.625,841.362,41.378,1673.8023,37.91,7359
29736,20191231,2019,TSCO,892356106,TRACTOR SUPPLY CO,12,1787.887,5289.268,13.2622,84.241,5480.161,118.165,311.135,2398.031,162.699,746.162,33.5,2871.77,3965.154,1602.781,1247.6,3722.145,562.354,4740.293,3613.032,0,8351.931,1567.123,19.843,11041.3376,93.44,5200
29751,20191231,2019,ALB,12653101,ALBEMARLE CORP,12,2225.109,9860.863,37.0827,613.11,2119.549,106.04,210.473,2977.607,155.8,762.65,6,1469.878,7071.187,768.984,1408.996,5767.283,533.228,6951.707,2547.743,752.448,3589.427,3932.25,83.066,7745.1616,73.04,2810
29804,20191231,2019,IVZ,G491BT108,INVESCO LTD,12,,39420.3,21.7571,,4506.2,453.3,0,8679.7,655,1433.6,8.821,1611.2,23381.5,0,,24718.5,688.3,1827.7,5330.5,,6117.4,13862.5,364.2,8150.334,17.98,6282
29830,20190930,2019,WRK,96145D105,WESTROCK CO,9,4974.3,30156.7,45.2673,151.6,13432.9,257.8,561.1,9502.3,479.8,1700.4,51.1,4856.1,21188.4,2107.5,3435.1,18470.6,862.9,17461.3,927.9,2381.2,18289,11669.9,431.3,9396.81,36.45,2650
29837,20191231,2019,BCRX,09058V103,BIOCRYST PHARMACEUTICALS INC,12,164.345,175.282,0.2483,114.172,147.566,154.082,39.958,44.695,0,-99.455,0.14,-98.731,82.947,0,92.335,137.03,-108.897,18.911,-840.589,22.146,48.835,38.252,11.892,531.5829,3.45,2836
29875,20191231,2019,AVB,53484101,AVALONBAY COMMUNITIES INC,12,,19121.051,78.1373,39.687,1429.684,140.644,0,7436.758,851.287,835.308,3.122,902.153,18430.208,0,,8127.601,785.974,,251.41,0,2331.837,10989.549,266.408,29493.0468,209.7,6798
29901,20190731,2019,CPRT,217204106,COPART INC,7,687.167,2547.617,7.7392,186.319,1080.448,229.79,1.138,400.091,0,716.475,7.327,961.509,2178.472,20.941,282.004,769.236,591.693,1965.348,1205.799,386.791,2041.957,1778.381,19.81,17815.6187,77.53,5010
29910,20190630,2019,SCSC,806037107,SCANSOURCE INC,6,1477.315,2067.261,35.978,23.818,3416.808,25.408,9.342,351.831,0,108.784,2.7,456.303,1265.96,697.343,700.886,1153.132,57.597,136.774,849.842,728.852,3873.111,914.129,13.382,827.2845,32.56,5045
29984,20191231,2019,PLD,74340W103,PROLOGIS INC,12,,40031.85,35.7459,1088.855,2071.955,631.797,535.753,11841.758,,1216.339,1.712,1483.057,37913.542,0,,13960.066,1572.959,,-3141.566,242.066,3555.012,22653.127,288.457,56318.3846,89.14,6798
30024,20191231,2019,TIGO,L6388F110,MILLICOM INTL CELLULAR SA,12,2646,12856,23.8239,1164,1201,101.159,283,6754,267,455,22.375,3135,9434,32,2406,10176,149,9050,1828,560,4336,2410,553,4878.8986,48.23,4812
30076,20190331,2018,HLNE,407497106,HAMILTON LANE INC,3,,360.591,4.0268,49.357,140.356,27.367,5.625,65.329,20.456,109.324,0.37,111.823,235.051,0,,190.869,33.573,17.811,17.693,22.948,252.179,110.226,3.039,1192.6539,43.58,6282
30098,20191231,2019,IR,45687V106,INGERSOLL RAND INC,12,1543.9,4628.4,9.1185,505.5,1495.9,205.066,24.7,1644.8,0,351,6.6,956,3514.7,502.5,574.6,2758.5,159.1,678.8,-397.4,488.1,2451.9,1869.9,88.9,7521.8209,36.68,3560
30137,20191231,2019,NKTR,640268108,NEKTAR THERAPEUTICS,12,1421.55,1977.356,7.9623,96.363,543.652,176.505,261.209,214.75,0,-440.035,0.723,-429.035,1620.141,12.665,353.893,571.965,-440.667,327.051,-1865.723,36.802,114.617,1405.391,46.354,3809.8604,21.585,2834
30170,20190331,2018,FLEX,Y2573F102,FLEX LTD,3,9103.432,13499.367,5.7543,1696.625,24145.195,516.548,651.611,2447.904,0,624.951,200,2065.316,5420.264,3722.854,7597.513,10527.007,93.399,5785.59,-3163.175,3121.663,26210.511,2972.36,192.002,5165.48,10,3672
30222,20191231,2019,ABCB,03076K108,AMERIS BANCORP,12,,18242.579,35.5315,246.234,150.986,69.504,1145.635,443.531,30.35,384.532,2.722,679.899,2913.113,1676.211,,15772.997,161.441,,525.945,12780.287,830.885,2469.582,,2956.7002,42.54,6020
30241,20191231,2019,TELL,87968A104,TELLURIAN INC,12,82.235,382.322,0.6863,64.615,66.7,242.208,82.257,82.423,0,-145.859,0.176,-37.926,248.708,0,132.579,216.037,-151.767,190.913,-605.626,6.322,28.774,166.285,16.355,1763.2742,7.28,1311
30259,20191231,2019,PENN,707569109,PENN NATIONAL GAMING INC,12,642.8,14194.5,15.9773,437.4,2954.5,115.958,234,11094.4,0,749,28.3,2346.9,12946.3,0,905.6,12342.6,43.9,12642.6,161.6,88.7,5301.4,1852.7,535.9,2963.8865,25.56,7990
30293,20191231,2019,ESS,297178105,ESSEX PROPERTY TRUST,12,,12705.405,94.1177,70.087,921.449,66.092,288.057,5597.556,514.109,642.71,1.822,697.14,12038.47,0,,6264.491,439.286,,-901.507,134.365,1618.589,6220.427,233.062,19884.4391,300.86,6798
30490,20191231,2019,AIV,03748R754,APARTMENT INVST & MGMT CO,12,,6828.739,11.9599,142.902,691.392,148.885,171.107,4391.79,248.978,170.531,0.95,236.66,6354.365,0,,4866.164,474.083,,-1718.207,62.249,928.052,1780.649,174.24,7689.9103,51.65,6798
30612,20191231,2019,AMED,23436108,AMEDISYS INC,12,350.554,1262.745,19.838,30.294,1150.337,32.284,37.696,288.384,0,202.571,21.3,811.837,929.897,0,326.943,621.232,126.833,209.041,246.398,241.596,1962.174,640.45,14.515,5388.8453,166.92,8082
30662,20191231,2019,SIRI,82968B103,SIRIUS XM HOLDINGS INC,12,1003,11149,-0.1668,106,3427,4412,48,8298,226,1756,4.534,4367,7562,11,3293,11885,914,4263,-1135,670,7794,-736,407,31545.8,7.15,4832
30736,20190131,2018,OKTA,679295105,OKTA INC,1,709.33,864.335,2.2503,298.394,101.921,112.152,271.628,0,0,-118.522,1.561,297.333,252.377,0,564.191,611.958,-125.497,62.563,-492.53,93.383,399.254,252.377,15.072,9244.6894,82.43,7370
30822,20191231,2019,O,756109104,REALTY INCOME CORP,12,,18554.796,29.2983,54.011,722.732,333.619,334.2,7695.578,861.118,702.376,0.194,768.859,17499.736,0,,8750.638,436.482,,-3099.393,273.543,1491.591,9774.456,291.742,24564.367,73.63,6798
30830,20191231,2019,TOCA,888846102,TOCAGEN INC,12,22.956,28.16,0.4539,8.986,59.804,23.899,5.16,4.027,0,-60.611,0.029,-59.768,14.875,0,13.204,17.312,-63.516,6.803,-279.39,0,0.036,10.848,3.82,12.7429,0.5332,2836
30847,20191231,2019,SSYS,M85548101,STRATASYS LTD,12,659.072,1381.519,21.2551,293.484,270.704,54.441,9.292,12.445,0,-11.604,2.268,365.376,1170.218,168.504,159.919,223.746,-10.849,391.411,-1549.891,132.558,636.08,1157.151,,1101.0692,20.225,3577
30870,20190630,2019,AZPN,45327103,ASPEN TECHNOLOGY INC,6,429.04,903.065,5.731,71.926,49.673,68.624,220,0,0,284.24,1.6,548.672,393.285,0,320.755,509.78,262.734,48.461,1260.32,341.977,598.345,393.285,8.733,8528.5907,124.28,7372
30923,20191231,2019,FTI,G87110105,TECHNIPFMC PLC,12,11886.4,23518.8,17.1311,5190.2,10441.1,447.1,770.5,4661.7,232.8,1067.4,37,2968,12390.9,2936,10138.4,15789.6,-2415.2,6343.4,-2970.6,3117.2,13409.1,7659.3,567.8,9585.824,21.44,1389
30932,20191231,2019,NWBI,667340103,NORTHWEST BANCSHARES INC,12,,10493.908,12.6642,60.846,79.573,106.859,246.336,173.892,76.173,227.168,2.333,437.214,1527.177,0.95,,9140.623,110.432,,546.466,8750.733,516.787,1353.285,,1777.0652,16.63,6035
30990,20191231,2019,COF,14040H105,CAPITAL ONE FINANCIAL CORP,12,,390365,127.0605,13407,23938,456.562,17167,40286,1039,9116,51.9,9969,98297,400,,332354,5546,10621,41496,260359,33907,58011,1753,46984.7954,102.91,6141
31061,20191231,2019,URGN,M96088105,UROGEN PHARMA LTD,12,148.634,202.388,8.5752,49.688,109.2,21.026,1.585,2.604,0,-109.478,0.173,-109.182,182.906,0,19.482,22.086,-105.146,5.71,-227.741,0,0.018,180.302,0.284,701.6376,33.37,2836
31112,20191231,2019,OVID,690469101,OVID THRPUTCS INC,12,79.813,80.844,1.2799,41.897,0,54.71,0,0,0,-61.41,0.059,0,70.024,0,10.534,10.82,-60.461,0.194,-213.154,1.131,0,70.024,0,227.0465,4.15,2836
31177,20191231,2019,SVRA,805111101,SAVARA INC,12,124.067,136.203,2.0023,49.804,0,50.79,2.44,23.359,0,-51.954,0.04,0,125.057,0,10.88,34.505,-78.173,2.699,-207.909,1.617,0,101.698,0.07,227.5392,4.48,2834
31236,20191231,2019,APPN,03782L101,APPIAN CORP,12,277.661,371.485,3.042,159.755,89.099,67.468,5.283,46.791,0,-50.468,1.275,171.253,252.028,0,112.28,166.248,-50.714,71.085,-135.698,93.208,260.352,205.237,0.367,2577.9523,38.21,7370
31255,20191231,2019,TSEM,M87915274,TOWER SEMICONDUCTOR LTD,12,1088.481,1932.833,12.6821,355.561,789.858,106.808,65.932,245.821,0,86.716,,444.145,1592.544,192.256,253.056,586.11,90.048,3065.941,-565.642,140.72,1234.003,1354.547,11.969,2569.8005,24.06,3674
31294,20191231,2019,GTHX,3621LQ109,G1 THERAPEUTICS INC,12,271.003,284.831,6.7938,269.208,0,37.612,0.682,9.535,0,-129.041,0.104,0,265.062,0,19.769,29.304,-122.447,14.068,-336.853,0,0,255.527,0,994.0852,26.43,2836
31331,20191231,2019,NESR,G6375R107,NATIONAL ENERGY SERVICES REU,12,403.209,1522.364,10.1675,73.201,434.62,87.187,73.494,343.706,0,71.814,4.536,223.765,1230.178,78.841,228.136,635.892,39.364,523.996,67.69,189.165,658.385,886.472,18.971,795.1454,9.12,1389
31405,20191231,2019,ATNX,04685N103,ATHENEX INC,12,230.926,309.932,2.3079,127.674,65.802,81.558,3.89,59.986,0,-119.532,0.581,35.427,235.841,32.63,71.528,134.077,-123.749,37.929,-568.1,16.689,101.229,188.225,6.954,1245.3907,15.27,2836
31453,20191231,2019,NSIT,45765U103,INSIGHT ENTERPRISES INC,12,3048.032,4178.179,32.9047,,6593.092,35.263,275.015,917.958,0,257.361,11.261,1138.098,2078.276,190.833,1883.528,3017.861,159.407,441.921,802.933,2511.383,7731.19,1160.318,28.478,2478.6363,70.29,5045
31460,20191231,2019,RCII,76009N100,RENT-A-CENTER INC,12,,1582.798,8.3847,70.494,406.217,54.738,0,515.954,0,199.646,14.5,2263.635,974.917,,,1123.835,173.546,2251.174,937.205,84.123,2669.852,458.963,31.031,1578.6439,28.84,7350
31477,20190930,2019,BRKS,114340102,BROOKS AUTOMATION INC,9,647.145,1515.999,15.7536,301.642,434.691,72.298,2.005,51.799,28.895,54.795,2.984,346.157,1190.753,99.445,272.27,377.045,437.416,251.403,-582.901,179.602,780.848,1138.954,22.25,2677.1949,37.03,3559
31564,20191231,2019,ACIW,4498101,ACI WORLDWIDE INC,12,920.376,3257.534,9.7423,121.398,606.416,115.986,49.197,1385.773,0,148.656,4.018,651.878,2515.741,0,611.95,2127.566,67.062,263.988,839.247,750.236,1258.294,1129.968,64.033,4394.1296,37.885,7370
31587,20190131,2018,DLTR,256746108,DOLLAR TREE INC,1,4293.3,13501.2,23.7015,422.1,15320.1,238.082,0,4265.3,0,1787.5,182.1,7503.2,9908.2,3536,2095.7,7858.3,-1590.8,7135.9,3037.8,100.9,22823.3,5642.9,218.3,23053.4801,96.83,5331
31607,20191231,2019,NATI,636518102,NATIONAL INSTRUMENTS CORP,12,947.358,1651.889,9.0138,194.616,264.382,130.505,13.431,40.65,131.855,176.642,7.3,1088.833,1217,200.41,306.123,475.539,162.151,717.462,221.467,248.872,1353.215,1176.35,,5525.5817,42.34,7372
31673,20190930,2019,ABC,3.073E+108,AMERISOURCEBERGEN CORP,9,28132.054,39171.98,13.9239,3374.194,174543.941,206.761,139.012,4354.398,338.974,1913.948,22,5045.18,7347.604,11060.254,29581.294,36178.774,855.365,3349.14,4123.526,12386.879,179589.121,2878.917,195.474,17022.6331,82.33,5122
31774,20191231,2019,BHF,10922N103,BRIGHTHOUSE FINANL INC,12,,227259,148.5188,2877,7406,106.027,2,4363,21,-861,1.33,-852,20600,0,,211022,-740,0,3825,32506,6554,16172,191,4159.4392,39.23,6311
31846,20190531,2018,DRI,237194105,DARDEN RESTAURANTS INC,5,892.6,5892.8,19.4394,457.3,6658.4,123.08,6.8,1096.2,373.5,832,184.514,1852,3488.8,207.3,1474.1,3500.2,713.4,5035.2,708.4,88.3,8510.4,2392.6,56.2,14316.6656,116.32,5812
31887,20190630,2019,RMD,761152107,RESMED INC,6,1145.366,4107.682,14.4248,147.128,994.13,143.655,11.992,1258.861,211.712,635.7,7.24,1612.442,3331.054,349.641,555.991,2035.489,404.592,898.975,2183.401,538.318,2606.572,2072.193,36.156,17530.2197,122.03,3845
31914,20191231,2019,AFIN,02607T109,AMERICAN FINANCE TRUST INC,12,,3490.188,13.9246,81.898,203.95,108.475,873.056,790.352,124.348,56.445,0,95.794,2492.582,0,,1787.958,4.147,0,-932.912,46.976,299.744,1683.331,77.994,1438.3785,13.26,6798
32046,20191231,2019,AKCA,00972L107,AKCEA THERAPEUTICS INC,12,496.905,599.25,5.3766,306.866,483.54,100.993,1.4,14.248,13.492,-1.649,0.294,5.003,557.252,8.817,41.998,56.246,40.772,17.365,-481.265,13.727,488.543,543.004,0,1710.8214,16.94,2836
32102,20191231,2019,RDFN,75737F108,REDFIN CORP,12,451.593,596.213,3.5639,234.679,626.463,93.002,37.154,179.585,0,-79.246,3.377,153.333,511.031,96.575,85.182,264.767,-80.805,120.628,-251.744,19.223,779.796,331.446,8.928,1966.0623,21.14,6531
32106,20191231,2019,BKR,05722G100,BAKER HUGHES CO,12,15222,53369,33.7335,3249,17988,650.065,522,6942,395,1600,68,5850,41441,4608,10014,18870,128,11453,-1636,6416,23838,21929,237,16661.166,25.63,1389
32244,20191231,2019,NEXT,65342K105,NEXTDECADE CORP,12,78.802,221.195,0.6295,15.736,0,117.192,0.698,0.003,12.681,-35.001,0.074,0,187.618,0,21.543,33.58,-35.871,136.438,-133.701,0,0,187.615,,719.5589,6.14,4923
32334,20191231,2019,ZLAB,98887Q104,ZAI LAB LIMITED -ADS,12,292.464,355.153,,75.932,3.749,68.237,10.801,10.977,,-203.196,0.733,9.236,305.637,6.005,46.635,60.493,-195.071,,-440.078,3.791,12.985,294.66,,,41.59,2836
32365,20191231,2019,SYBX,87166L100,SYNLOGIC INC,12,133.246,188.574,4.8627,26.184,53.931,32.267,2.208,22.806,0,-54.409,0.076,-51.707,179.711,0,8.863,31.669,-51.373,35.915,-171.028,0,2.224,156.905,0.021,83.2489,2.58,2834
32381,20191231,2019,NCNA,67022C106,NUCANA PLC -ADS,12,86.289,93.063,2.6308,68.819,0,31.979,0.355,0.713,0,-33.983,0.031,0,84.842,0,8.187,8.934,-28.358,2.168,-49.796,12.015,0,84.129,0.028,,6.1,2836
32382,20191231,2019,ROKU,77543R102,ROKU INC,12,925.663,1470.234,5.8252,515.479,618.028,119.897,22.762,396.436,0,-61.159,1.65,510.893,1094.862,49.714,358.301,771.808,-59.937,418.965,-313.804,336.261,1128.921,698.426,2.366,16054.2083,133.9,3651
32383,20191231,2019,DCPH,24344T101,DECIPHERA PHRMCTAL INC,12,593.408,622.409,10.5868,120.32,224.896,51.618,1.747,15.904,0,-200.726,0.258,-199.896,562.371,0,60.038,75.942,-192.256,29.321,-487.868,0,25,546.467,0.067,3212.7043,62.24,2836
32451,20191231,2019,OPTN,68404V100,OPTINOSE INC,12,168.06,172.65,1.3415,147.144,4.188,45.906,1.135,74.928,0,-95.601,0.224,30.443,136.511,3.484,36.139,111.067,-110.053,6.685,-428.028,13.818,34.631,61.583,9.623,423.2533,9.22,2834
32526,20190131,2018,MDB,60937P106,MONGODB INC,1,566.236,733.476,4.8703,147.831,67.776,54.322,0,216.858,0,-95.865,1.212,199.24,481.424,0,164.637,468.91,-99.011,77.105,-488.781,72.808,267.016,264.566,10.29,5017.1799,92.36,7370
32529,20191231,2019,ALNA,18119107,ALLENA PHARMACEUTICALS,12,33.035,34.108,0.6953,30.007,0,24.735,4.49,6.002,0,-46.92,0.034,0,23.2,0,10.908,16.91,-47.339,1.373,-164.944,0,0,17.198,,67.5266,2.73,2836
32530,20191231,2019,ALTR,21369103,ALTAIR ENGINEERING INC,12,352.457,743.145,4.8991,223.117,125.519,72.402,9.571,198.412,0,10.245,2.95,337.506,555.471,2.4,152.866,386.086,-7.542,110.737,-91.933,112.248,463.025,357.059,6.371,2599.9558,35.91,7372
32541,20191231,2019,CARG,141788109,CARGURUS INC,12,218.954,393.623,2.2906,59.92,33.037,112.135,8.781,60.818,0,35.101,0.921,555.879,317.673,0,73.758,136.768,42.146,106.091,51.509,22.124,588.916,256.855,,3944.9093,35.18,7370
32571,20191231,2019,BAND,05988J103,BANDWIDTH INC,12,226.949,341.416,11.4873,185.004,117.856,23.512,4.876,19.868,0,-17.693,0.772,114.738,289.958,0,45.738,71.326,2.494,97.598,-5.487,30.187,232.594,270.09,,1505.9436,64.05,7370
32574,20191231,2019,EYE,63845R107,NATIONAL VISION HLDGS INC,12,234.639,2032.725,9.7447,39.342,806.519,79.678,65.696,887.702,0,79.341,11.781,917.812,1664.139,127.556,273.179,1256.288,32.798,986.822,103.318,45.575,1724.331,776.437,33.3,2583.9575,32.43,5990
32688,20190731,2019,SFIX,860897107,STITCH FIX INC,7,482.404,616.066,3.9054,170.932,874.429,101.397,0,0,0,23.495,8,703.129,396,118.216,182.631,220.066,36.881,85.978,116.487,0,1577.558,396,0,2644.4338,26.08,5961
32748,20191231,2019,NMRK,65158N102,NEWMARK GROUP INC,12,1073.53,3201.599,3.3774,163.564,1925.436,177.551,273.583,817.236,82.145,177.982,5.6,292.696,1779.378,215.29,1045.387,2239.457,117.305,365.909,314.573,508.379,2218.132,599.664,39.902,2388.9487,13.455,6531
32751,20191231,2019,ILPT,456237106,INDSTRL LGST PRPT TRST,12,,2454.901,15.2758,28.415,109.937,65.181,48.75,1357.858,85.937,103.517,0,120.706,2353.548,0,,1459.211,52.498,0,-4.264,64.286,230.643,995.69,50.848,1461.358,22.42,6798
32771,20191231,2019,WSC,971375126,WILLSCOT CORP,12,292.588,2897.649,5.9214,3.045,475.673,108.819,29.133,1751.018,0,156.521,2.5,587.992,2459.973,15.387,320.412,2188.694,-11.122,2953.396,-1752.148,247.596,1063.665,644.365,122.504,2012.0633,18.49,6512
32775,20191231,2019,DNLI,24823R105,DENALI THERAPEUTCS INC,12,430.031,553.231,4.1053,79.449,230.371,96.19,3.665,68.865,0,-211.684,0.261,-203.693,463.755,0,45.344,158.341,-197.614,92.928,-425.201,1.2,26.678,394.89,,1675.6298,17.42,2836
32858,20191231,2019,ELOX,29014R103,ELOXX PHARMACEUTICALS INC,12,57.709,58.947,0.9046,22.493,0,40.031,4.835,10.927,0,-50.555,0.029,0,47.14,0,11.807,22.734,-50.874,1.412,-137.001,0.026,0,36.213,1.6,294.6282,7.36,2836
32894,20191231,2019,SLDB,8.3422E+109,SOLID BIOSCIENCES INC,12,86.302,103.471,1.7406,76.043,0,45.988,1.922,5.147,0,-119.318,0.121,0,85.195,0,18.276,23.423,-117.223,21.424,-316.278,0,0,80.048,,204.6466,4.45,2836
32899,20191231,2019,TORC,76133L103,RESTORBIO INC,12,93.253,93.912,2.2417,33.774,0,36.445,0,0,0,-84.875,0.018,0,81.698,0,12.199,12.214,-82.739,0.572,-154.083,0,0,81.698,0,54.3031,1.49,2836
32901,20191231,2019,SLS,81642T209,SELLAS LIFE SCIENCES GROUP I,12,8.242,16.609,1.1994,7.277,0,5.08,0.217,0,0,-17.208,0.005,0,6.093,0,5.29,10.516,-19.292,0.217,-101.147,0.308,0,6.093,,21.844,4.3,2836
32908,20191231,2019,RCKT,77313F106,ROCKET PHARMACEUTICALS INC,12,307.754,372.121,5.6108,185.383,0,54.769,0.957,46.492,0,-76.151,0.057,0,353.789,0,18.309,64.824,-77.27,32.251,-183.123,0,0,307.297,5.958,1246.5424,22.76,2836
32935,20191231,2019,CDLX,14161W105,CARDLYTICS INC,12,195.73,224.313,5.3967,104.458,130.973,26.547,0.024,0.013,0,-17.325,0.061,79.457,143.28,0,78.401,81.046,-17.144,30.911,-337.319,85.36,210.43,143.267,1.377,1668.7444,62.86,7370
33037,20190731,2019,ZS,98980G102,ZSCALER INC,7,496.086,604.162,2.4248,78.484,48.759,127.253,0,0,0,-21.934,1.48,254.077,308.558,0,261.949,295.604,-28.655,74.783,-224.187,93.341,302.836,308.558,0,10723.6103,84.27,7370
33152,20191231,2019,DBX,26210C104,DROPBOX INC,12,1243.2,2699.2,1.9386,551.3,242.5,417,156.6,850.1,0,-79.5,2.801,1418.8,1658.5,0,1014.8,1890.8,-52.7,1690.4,-1722.9,44.1,1661.3,808.4,10.3,7468.47,17.91,7370
33186,20191231,2019,BILI,90040106,BILIBILI INC -ADS,12,1482.703,2228.431,3.0869,712.718,644.877,328.116,13.773,518.097,0,-214.732,4.791,328.542,1614.816,10.041,613.615,1131.712,-185.117,167.601,-526.485,157.732,973.419,1012.851,6.684,,18.62,7372
33240,20191231,2019,FIXX,438083107,HOMOLOGY MEDICINES INC,12,266.577,310.567,5.7297,53.774,105.291,45.117,0,0,0,-109.943,0.187,-103.625,258.507,0,12.374,52.06,-103.916,51.126,-199.491,0.4,1.666,258.507,0,933.9219,20.7,2836
33301,20190131,2018,DOCU,256163106,DOCUSIGN INC,1,984.521,1615.417,3.6288,517.811,161.332,169.303,0,438.932,0,-424.555,3.023,539.637,1053.294,0,516.313,1001.055,-426.458,142.311,-930.743,185.164,700.969,614.362,10.844,8372.0334,49.45,7370
33317,20191231,2019,UBX,91381U101,UNTY BIOTCHNLGY INC,12,129.487,151.221,2.5559,37.473,0,47.227,0,0,0,-91.003,0.098,0,120.707,0,17.216,30.514,-82.177,22.952,-245.365,0,0,120.707,,340.5067,7.21,2836
33446,20191231,2019,PS,72941B106,PLURALSIGHT INC,12,556.83,1031.953,1.758,90.515,55.701,104.083,5.752,481.395,0,-148.755,1.6,261.209,727.555,0,283.901,785.793,-112.658,70.043,-458.156,101.576,316.91,182.985,23.565,1791.2684,17.21,7370
33447,20191231,2019,KNSA,G5269C101,KINIKSA PHRMCETCLS LTD,12,241.627,254.534,4.1032,46.928,0,54.938,1.697,0.955,0,-151.963,0.137,0,226.378,0,27.83,29.111,-161.867,10.65,-356.059,,0,225.423,,607.6143,11.06,2836
33499,20191231,2019,XCUR,30205M101,EXICURE INC,12,112.776,115.263,0.9382,48.46,27.521,86.069,5.257,0.059,0,-26.617,0.029,-26.225,80.806,0,31.087,34.516,-26.303,3.772,-81.324,0.271,1.296,80.747,0.786,246.1573,2.86,2836
33500,20191231,2019,MGTA,55910K108,MAGENTA THRPUTCS INC,12,149.843,161.514,3.5963,65.071,0,39.261,0,0,0,-82.969,0.072,0,141.193,0,14.115,20.321,-76.769,12.824,-179.487,0,0,141.193,0,595.1968,15.16,2836
33597,20191231,2019,VRCA,92511W108,VERRICA PHARMACEUTICAL,12,64.983,68.424,2.5213,9.241,0,25.786,0.13,0.058,0,-30.08,0.017,0,65.073,0,3.351,3.409,-28.207,2.285,-61.582,0,0,65.015,0,409.7395,15.89,2834
33600,20191231,2019,TCDA,89610F101,TRICIDA INC,12,312.742,371.826,5.3028,18.574,0,49.763,1.072,67.157,0,-178.824,0.119,0,331.04,0,39.763,107.943,-176.813,14.752,-368.814,0,0,263.883,5.744,1878.0556,37.74,2834
33641,20191231,2019,EIDX,28249H104,EIDOS THERAPEUTICS INC,12,195.92,203.82,4.5064,191.157,2.423,38.041,0.554,20.703,0,-38.451,0.045,24.268,192.13,0,10.43,32.393,-37.835,5.37,-103.105,0.085,26.691,171.427,0.327,2183.173,57.39,2836
33657,20191231,2019,AVRO,05455M100,AVROBIO INC,12,195.701,200.514,5.8729,187.043,0,31.673,0,0,0,-75.809,0.085,0,186.013,0,14.017,14.501,-72.965,4.93,-144.704,2.14,0,186.013,0,637.5775,20.13,2836
33696,20191231,2019,FTSV,34983P104,FORTY SEVEN INC,12,337.524,343.593,6.6258,213.814,103.687,47.983,1.471,0.844,0,-88.532,0.068,-88.009,318.772,0,22.795,25.665,-87.621,4.543,-227.298,0,15.678,317.928,0,1889.0907,39.37,2836
33703,20191231,2019,TLRY,88688T100,TILRAY INC,12,259.027,896.33,2.7755,96.791,184.192,102.781,3.973,465.183,0,-214.514,1.646,-17.213,750.454,87.861,92.427,611.059,-321.169,218.848,-420.411,43.038,166.979,285.271,35.342,1760.6385,17.13,2834
33719,20190331,2018,REPL,76029N106,REPLIMUNE GROUP INC,3,140.981,154.326,4.3547,25.704,0,31.657,0,6.561,0,-30.946,0.067,0,144.417,0,9.885,16.47,-30.834,12.563,-60.821,2.811,0,137.856,0,481.8195,15.22,2836
