tic,conm_x,Last Price,YTD Ret,1-mth Ret,3-mth Ret,12-mth Ret,BothSP-NASDAQ,SP500,Ticker,gvkey,datadate,fyear,cusip,conm_y,fyr,exchg,cik,fic,addzip,city,gsubind,naics,sic,state,PERMNO,date,NCUSIP,COMNAM,PERMCO,CUSIP
AMSF,Amerisafe Inc,63.16,-0.0435,-0.0587,-0.0482,0.0882,0,0, AMSF,164572,20191231,2019,03071H100,AMERISAFE INC,12,14,1018979,USA,70634-6004,DeRidder,40301040,524126,6331,LA,90963,20191231,03071H10,AMERISAFE INC,48766,03071H10
AMT,American Tower Corp,222.8,-0.0305,-0.0818,-0.0254,0.1467,0,1, AMT,105365,20191231,2019,03027X100,AMERICAN TOWER CORP,12,11,1053507,USA,2116,Boston,60101080,531120,6798,MA,86111,20191231,03027X10,AMERICAN TOWER CORP NEW,34770,03027X10
AMTD,TD Ameritrade HD,34.81,-0.2996,-0.1238,-0.2931,-0.3297,0,0, AMTD,64552,20190930,2019,87236Y108,TD AMERITRADE HOLDING CORP,9,14,1173431,USA,68154,Omaha,40203020,523120,6211,NE,84597,20191231,87236Y10,T D AMERITRADE HOLDING CORP,15370,87236Y10
AMWD,Amer Woodmark Cp,37.54,-0.6408,-0.5677,-0.6425,-0.5458,0,0, AMWD,12379,20190430,2018,30506109,AMERICAN WOODMARK CORP,4,14,794619,USA,22602,Winchester,20102010,337110,2430,VA,10501,20191231,3050610,AMERICAN WOODMARK CORP,8418,3050610
AMZN,Amazon.com Inc,1906.59,0.0318,-0.0013,0.0169,0.0472,1,1, AMZN,64768,20191231,2019,23135106,AMAZON.COM INC,12,14,1018724,USA,98109-5210,Seattle,25502020,454110,5961,WA,84788,20191231,2313510,AMAZON COM INC,15473,2313510
ANAT,Amer Natl Insurance,64.61,-0.451,-0.3502,-0.4482,-0.4577,0,0, ANAT,1526,20191231,2019,28591105,AMERICAN NATIONAL INSURANCE,12,14,904163,USA,77550,Galveston,40301030,524113,6311,TX,13507,20191231,2859110,AMERICAN NATIONAL INS CO,261,2859110
ANET,Arista Networks Inc,194.64,-0.0431,0.0151,-0.0309,-0.3951,0,1, ANET,20748,20191231,2019,40413106,ARISTA NETWORKS INC,12,11,1596532,USA,95054,Santa Clara,45201020,334118,3576,CA,14714,20191231,4041310,ARISTA NETWORKS INC,54907,4041310
ANSS,Ansys Inc,218.3,-0.1519,-0.1235,-0.1505,0.1578,1,1, ANSS,63080,20191231,2019,03662Q105,ANSYS INC,12,14,1013462,USA,15317,Canonsburg,45103010,511210,7372,PA,83621,20191231,03662Q10,ANSYS INC,14744,03662Q10
ANTM,Anthem Inc,203.3,-0.3269,-0.207,-0.3152,-0.2933,0,1, ANTM,145046,20191231,2019,36752103,ANTHEM INC,12,11,1156039,USA,46204,Indianapolis,35102030,524114,6324,IN,89179,20191231,3675210,ANTHEM INC,42273,3675210
AON,AON Plc,154.14,-0.26,-0.2824,-0.2588,-0.1077,0,1, AON,3221,20191231,2019,G0403H108,AON PLC,12,11,1808065,IRL,EC3V 4AN,London,40301010,524210,6411,,61735,20191231,G0408V10,AON PLC,20203,G0408V10
AOS,Smith [A.O.] Corp,35.87,-0.2471,-0.0731,-0.2424,-0.3418,0,1, AOS,9771,20191231,2019,831865209,SMITH (A.O.),12,11,91142,USA,53224-9508,Milwaukee,20102010,335220,3630,WI,65402,20191231,83186520,SMITH A O CORP,21625,83186520
APA,Apache Corp,5.38,-0.7898,-0.7847,-0.7906,-0.8373,0,1, APA,1678,20191231,2019,37411105,APACHE CORP,12,11,6769,USA,77056,Houston,10102020,2111,1311,TX,39490,20191231,3741110,APACHE CORP,20204,3741110
APD,Air Products and Chemicals,186.6,-0.2059,-0.1793,-0.1743,-0.0267,0,1, APD,1209,20190930,2019,9158106,AIR PRODUCTS & CHEMICALS INC,9,11,2969,USA,18195,Allentown,15101040,325120,2810,PA,28222,20191231,915810,AIR PRODUCTS & CHEMICALS INC,20030,915810
APH,Amphenol Corp,68.42,-0.3678,-0.2641,-0.367,-0.322,0,1, APH,14282,20191231,2019,32095101,AMPHENOL CORP,12,11,820313,USA,6492,Wallingford,45203015,334417,3678,CT,84769,20191231,3209510,AMPHENOL CORP NEW,31967,3209510
APLS,Apellis Pharmaceuticals Inc,25.25,-0.1754,-0.3019,-0.1989,0.2323,0,0, APLS,26359,20191231,2019,03753U106,APELLIS PHARMACEUTICALS,12,14,1492422,USA,40014,Crestwood,35201010,325412,2834,KY,17104,20191231,03753U10,APELLIS PHARMACEUTICALS INC,56148,03753U10
APLT,Applied Therapeutics Inc,31.86,0.1679,-0.234,0.0656,2.3894,0,0, APLT,35091,20191231,2019,03828A101,APPLIED THERAPEUTICS INC,12,14,1697532,USA,10017,New York,35201010,325414,2836,NY,18644,20191231,03828A10,APPLIED THERAPEUTICS INC,56733,03828A10
APOG,Apogee Entrpr Inc,17.34,-0.4665,-0.4415,-0.472,-0.5498,0,0, APOG,1686,20190228,2018,37598109,APOGEE ENTERPRISES INC,2,14,6845,USA,55435,Minneapolis,20102010,332321,3442,MN,14526,20191231,3759810,APOGEE ENTERPRISES INC,317,3759810
APPF,Appfolio Cl A,87.17,-0.2072,-0.2735,-0.2236,0.0701,0,0, APPF,24071,20191231,2019,03783C100,APPFOLIO INC,12,14,1433195,USA,93117,Santa Barbara,45103010,519130,7370,CA,15410,20191231,03783C10,APPFOLIO INC,55298,03783C10
APPN,Appian Corp Cl A,31.36,-0.1793,-0.3311,-0.1776,-0.0828,0,0, APPN,31236,20191231,2019,03782L101,APPIAN CORP,12,14,1441683,USA,22102,Tysons,45103020,519130,7370,VA,16698,20191231,03782L10,APPIAN CORP,55932,03782L10
APTV,Aptiv Plc,43.29,-0.5442,-0.4627,-0.54,-0.4906,0,1, APTV,118122,20191231,2019,G6095L109,APTIV PLC,12,11,1521332,JEY,2,Dublin,25101010,336320,3714,,13103,20191231,G6095L10,APTIV PLC,53927,G6095L10
ARCB,Arcbest Corp,16.68,-0.3957,-0.1722,-0.395,-0.4855,0,0, ARCB,1743,20191231,2019,03937C105,ARCBEST CORP,12,14,894405,USA,72916,Fort Smith,20304020,484122,4213,AR,77595,20191231,03937C10,ARCBEST CORP,11512,03937C10
ARCE,Arco Platform Ltd Cl A,37.46,-0.1525,-0.3308,-0.176,0.1655,0,0, ARCE,34039,20191231,2019,G04553106,ARCO PLATFORM LTD,12,14,1740594,CYM,01412-100,Sao Paulo,25302010,61,8200,,18099,20191231,G0455310,ARCO PLATFORM LIMITED,56513,G0455310
ARE,Alexandria Real Estate Equities,129.99,-0.1955,-0.176,-0.1908,-0.0943,0,1, ARE,64821,20191231,2019,15271109,ALEXANDRIA R E EQUITIES INC,12,11,1035443,USA,91101,Pasadena,60101040,531120,6798,CA,84767,20191231,1527110,ALEXANDRIA REAL EST EQUITIES INC,31965,1527110
ARGX,Argenx Se Ads,132.11,-0.177,-0.1035,-0.1669,0.0386,0,0, ARGX,318005,20191231,2019,04016X101,ARGEN-X SE,12,14,1697862,NLD,4811 AH,Breda,35201010,325414,2836,,16699,20191231,04016X10,ARGENX SE,55933,04016X10
ARLP,Alliance Resource Pt,3,-0.7227,-0.5542,-0.7425,-0.8446,0,0, ARLP,122915,20191231,2019,01877R108,ALLIANCE RESOURCE PTNRS  -LP,12,14,1086600,USA,74119,Tulsa,10102050,212112,1220,OK,87198,20191231,01877R10,ALLIANCE RESOURCE PARTNERS,16779,01877R10
ARNA,Arena Pharmaceuticals,45.09,-0.0073,-0.0394,-0.002,-0.038,0,0, ARNA,138122,20191231,2019,40047607,ARENA PHARMACEUTICALS INC,12,14,1080709,USA,92121,San Diego,35201010,325414,2836,CA,88421,20191231,4004760,ARENA PHARMACEUTICALS INC,37917,4004760
ARVN,Arvinas Inc,39.73,-0.0331,-0.1754,-0.0454,1.2833,0,0, ARVN,34077,20191231,2019,04335A105,ARVINAS INC,12,14,1655759,USA,6511,New Haven,35202010,325414,2836,CT,18100,20191231,04335A10,ARVINAS INC,56514,04335A10
ARWR,Arrowhead Pharma,26.12,-0.5882,-0.2569,-0.5757,0.3402,0,0, ARWR,28806,20190930,2019,04280A100,ARROWHEAD PHARMACEUTICALS,9,14,879407,USA,91105,Pasadena,35201010,325414,2836,CA,80069,20191231,04280A10,ARROWHEAD PHARMACEUTICALS INC,12204,04280A10
ASML,Asml Hld NY Reg,244.61,-0.1734,-0.1396,-0.179,0.237,0,0, ASML,61214,20191231,2019,N07059210,ASML HOLDING NV,12,14,937966,NLD,5504 DR,Veldhoven,45301010,333242,3559,,81472,20191231,N0705921,A S M L HOLDING N V,13621,N0705921
ASND,Ascendis Pharma Ads,112,-0.1949,-0.1487,-0.1833,-0.0419,0,0, ASND,22604,20191231,2019,04351P101,ASCENDIS PHARMA AS -ADR,12,14,1612042,DNK,2900,Hellerup,35201010,325414,2836,,15171,20191231,04351P10,ASCENDIS PHARMA A S,55166,04351P10
ASRT,Assertio Therapeutics Inc,0.6346,-0.4923,-0.3956,-0.4283,-0.8823,0,0, ASRT,65944,20191231,2019,04545L107,ASSERTIO THERAPEUTICS INC,12,14,1005201,USA,60045,Lake Forest,35202010,325412,2834,IL,85686,20191231,04545L10,ASSERTIO THERAPEUTICS INC,15802,04545L10
ATEX,Pdvwireless,39.66,-0.0822,-0.1738,-0.0864,0.1325,0,0, ATEX,20961,20190331,2018,03676C100,ANTERIX INC,3,14,1304492,USA,7424,Woodland Park,50101010,517919,4899,NJ,15226,20191231,03676C10,ANTERIX INC,55200,03676C10
ATNI,Atn International,56.44,0.019,0.0057,0.0064,-0.0167,0,0, ATNI,24708,20191231,2019,00215F107,ATN INTERNATIONAL INC,12,14,879585,USA,1915,Beverly,50101020,517312,4812,MA,77090,20191231,00215F10,A T N INTERNATIONAL INC,11204,00215F10
ATNX,Athenex Inc,7.11,-0.5344,-0.4488,-0.5474,-0.3812,0,0, ATNX,31405,20191231,2019,04685N103,ATHENEX INC,12,14,1300699,USA,14203,Buffalo,35201010,325414,2836,NY,16777,20191231,04685N10,ATHENEX INC,55979,04685N10
ATO,Atmos Energy Corp,94.16,-0.1582,-0.1162,-0.1526,-0.0724,0,1, ATO,4383,20190930,2019,49560105,ATMOS ENERGY CORP,9,11,731802,USA,75240,Dallas,55102010,221210,4924,TX,32986,20191231,4956010,ATMOS ENERGY CORP,6748,4956010
ATRA,Atara Biotherap,7.53,-0.5428,-0.3952,-0.5308,-0.8165,0,0, ATRA,21012,20191231,2019,46513107,ATARA BIOTHERAPEUTICS INC,12,14,1604464,USA,94080,South San Francisco,35201010,325414,2836,CA,14991,20191231,4651310,ATARA BIOTHERAPEUTICS INC,55066,4651310
ATRC,Atricure Inc,31.78,-0.0225,-0.1685,-0.0209,0.1258,0,0, ATRC,163889,20191231,2019,04963C209,ATRICURE INC,12,14,1323885,USA,45040,Mason,35101010,339112,3841,OH,90856,20191231,04963C20,ATRICURE INC,47203,04963C20
ATRI,Atrion Corp,658,-0.1244,0.0515,-0.1043,-0.2576,0,0, ATRI,1234,20191231,2019,49904105,ATRION CORP,12,14,701288,USA,75002,Allen,35101020,339112,3841,TX,11587,20191231,4990410,ATRION CORP,392,4990410
ATSG,Air Transport,17.32,-0.2617,-0.0131,-0.2576,-0.2271,0,0, ATSG,155280,20191231,2019,00922R105,AIR TRANSPORT SERVICES GROUP,12,14,894081,USA,45177,Wilmington,20301010,481112,4512,OH,90716,20191231,00922R10,AIR TRANSPORT SERVICES GROUP INC,46701,00922R10
ATVI,Activision Blizzard,59.98,0.0094,0.0209,0.0223,0.2588,1,1, ATVI,180405,20191231,2019,00507V109,ACTIVISION BLIZZARD INC,12,14,718877,USA,90405,Santa Monica,50202020,511210,7372,CA,79678,20191231,00507V10,ACTIVISION BLIZZARD INC,12499,00507V10
AUB,Atlantic Union Bancshares Corp,19.86,-0.4711,-0.3154,-0.4714,-0.4034,0,0, AUB,19713,20191231,2019,04911A107,ATLANTIC UNION BANKSHRS CRP,12,14,883948,USA,23219,Richmond,40101015,522110,6020,VA,79747,20191231,04911A10,ATLANTIC UNION BANKSHARES CORP,12461,04911A10
AVAV,Aerovironment Inc,53.72,-0.1299,0.0024,-0.2019,-0.2138,0,0, AVAV,176362,20190430,2018,8073108,AEROVIRONMENT INC,4,14,1368622,USA,93065,Simi Valley,20101010,336411,3721,CA,91733,20191231,807310,AEROVIRONMENT INC,51651,807310
AVB,Avalonbay Communities,132.22,-0.3695,-0.3666,-0.3681,-0.3466,0,1, AVB,29875,20191231,2019,53484101,AVALONBAY COMMUNITIES INC,12,11,915912,USA,22203,Arlington,60101060,531110,6798,VA,80381,20191231,5348410,AVALONBAY COMMUNITIES INC,30345,5348410
AVGO,Broadcom Ltd,234.26,-0.2587,-0.1458,-0.2544,-0.2299,1,1, AVGO,180711,20191031,2019,11135F101,BROADCOM INC,10,14,1730168,USA,95131,San Jose,45301020,334413,3674,CA,93002,20191231,11135F10,BROADCOM INC,53196,11135F10
AVRO,Avrobio Inc,13.51,-0.3289,-0.3355,-0.341,-0.444,0,0, AVRO,33657,20191231,2019,05455M100,AVROBIO INC,12,14,1681087,USA,2139,Cambridge,35201010,325414,2836,MA,17871,20191231,05455M10,AVROBIO INC,56399,05455M10
AVT,Avnet Inc,24.96,-0.4119,-0.1933,-0.4059,-0.441,0,0, AVT,1919,20190630,2019,53807103,AVNET INC,6,14,8858,USA,85034,Phoenix,45203030,423690,5065,AZ,27684,20191231,5380710,AVNET INC,20239,5380710
AVY,Avery Dennison Corp,93.61,-0.2844,-0.2064,-0.2716,-0.1736,0,1, AVY,1913,20191231,2019,53611109,AVERY DENNISON CORP,12,11,8818,USA,91203,Glendale,15103020,322220,2670,CA,44601,20191231,5361110,AVERY DENNISON CORP,20238,5361110
AWK,American Water Works,113.32,-0.0776,-0.1377,-0.0633,0.0893,0,1, AWK,179437,20191231,2019,30420103,AMERICAN WATER WORKS CO INC,12,11,1410636,USA,08102-1658,Camden,55104010,221310,4941,NJ,92614,20191231,3042010,AMERICAN WATER WORKS CO INC,52985,3042010
AXDX,Accelerate Diagnosti,7.49,-0.5568,-0.4065,-0.5602,-0.6292,0,0, AXDX,21118,20191231,2019,00430H102,ACCELERATE DIAGNOSTICS INC,12,14,727207,USA,85714,Tucson,35203010,325413,2835,AZ,84184,20191231,00430H10,ACCELERATE DIAGNOSTICS INC,15158,00430H10
AXGT,Axovant Sciences Ltd,2.49,-0.5137,-0.117,-0.4929,-0.751,0,0, AXGT,23933,20190331,2018,G0750W203,AXOVANT GENE THERAPIES LTD,3,14,1636050,BMU,SW1Y 4LB,London,35201010,325414,2836,,15486,20191231,G0750W20,AXOVANT GENE THERAPIES LTD,55339,G0750W20
AXP,American Express Company,73.6,-0.4088,-0.3186,-0.4093,-0.3343,0,1, AXP,1447,20191231,2019,25816109,AMERICAN EXPRESS CO,12,11,4962,USA,10285,New York,40202010,522210,6141,NY,59176,20191231,2581610,AMERICAN EXPRESS CO,90,2581610
AXSM,Axsome Thera,55.02,-0.4677,-0.3569,-0.4189,3.0545,0,0, AXSM,26349,20191231,2019,05464T104,AXSOME THERAPEUTICS INC,12,14,1579428,USA,10038,New York,35202010,325414,2836,NY,15831,20191231,05464T10,AXSOME THERAPEUTICS INC,55477,05464T10
AY,Atlantica Yield Plc,21.07,-0.2016,-0.2689,-0.2055,0.0668,0,0, AY,20130,20191231,2019,G0751N103,ATLANTICA YIELD PLC,12,14,1601072,GBR,TW8 9DF,Brentford,55105020,2211,4991,,14687,20191231,G0751N10,ATLANTICA YIELD PLC,54880,G0751N10
AZO,Autozone,790.56,-0.3364,-0.2285,-0.3345,-0.2439,0,1, AZO,23809,20190831,2019,53332102,AUTOZONE INC,8,11,866787,USA,38103,Memphis,25504050,441310,5531,TN,76605,20191231,5333210,AUTOZONE INC,29009,5333210
AZPN,Aspen Technology,88.8,-0.2657,-0.1684,-0.287,-0.1643,0,0, AZPN,30870,20190630,2019,45327103,ASPEN TECHNOLOGY INC,6,14,929940,USA,1730,Bedford,45103010,511210,7372,MA,80957,20191231,4532710,ASPEN TECHNOLOGY INC,13398,4532710
BA,Boeing Company,124.52,-0.6178,-0.5563,-0.6258,-0.6764,0,1, BA,2285,20191231,2019,97023105,BOEING CO,12,11,12927,USA,60606-1596,Chicago,20101010,336411,3721,IL,19561,20191231,9702310,BOEING CO,20315,9702310
BAC,Bank of America Corp,20.03,-0.4313,-0.2782,-0.4261,-0.3055,0,1, BAC,7647,20191231,2019,60505104,BANK OF AMERICA CORP,12,11,70858,USA,28255,Charlotte,40101010,522110,6020,NC,59408,20191231,6050510,BANK OF AMERICA CORP,3151,6050510
BAND,Bandwidth Inc,67.54,0.0545,0.1013,0.0372,-0.0097,0,0, BAND,32571,20191231,2019,05988J103,BANDWIDTH INC,12,14,1514416,USA,27606,Raleigh,50101010,519130,7370,NC,17106,20191231,05988J10,BANDWIDTH INC,56150,05988J10
BANF,Bancfirst Corp,31.18,-0.5006,-0.3886,-0.4969,-0.4158,0,0, BANF,28022,20191231,2019,05945F103,BANCFIRST CORP/OK,12,14,760498,USA,73102,Oklahoma City,40101015,522110,6020,OK,79072,20191231,05945F10,BANCFIRST CORP,12058,05945F10
BANR,Banner Corp,28.62,-0.4943,-0.382,-0.496,-0.4789,0,0, BANR,61487,20191231,2019,06652V208,BANNER CORP,12,14,946673,USA,99362,Walla Walla,40101015,522110,6020,WA,82575,20191231,06652V20,BANNER CORP,14091,06652V20
BATRK,Liberty Braves CS C,16.44,-0.4435,-0.3718,-0.4463,-0.4004,0,0, BATRK,,,,,,,,,,,,,,,,15997,20191231,53122988,LIBERTY MEDIA CORP 3RD NEW,54311,53122988
BAX,Baxter International Inc,81.42,-0.0263,-0.0523,-0.0477,0.0068,0,1, BAX,2086,20191231,2019,71813109,BAXTER INTERNATIONAL INC,12,11,10456,USA,60015,Deerfield,35101010,325412,2834,IL,27887,20191231,7181310,BAXTER INTERNATIONAL INC,20277,7181310
BBBY,Bed Bath & Beyond,3.94,-0.7723,-0.6024,-0.755,-0.767,0,0, BBBY,25338,20190228,2018,75896100,BED BATH & BEYOND INC,2,14,886158,USA,7083,Union,25504060,442299,5700,NJ,77659,20191231,7589610,BED BATH & BEYOND INC,11558,7589610
BBIO,Bridgebio Pharma Inc,22.22,-0.366,-0.3182,-0.3104,-0.1935,0,0, BBIO,35264,20191231,2019,10806X102,BRIDGEBIO PHARMA INC,12,14,1743881,USA,94301,Palo Alto,35201010,325414,2836,CA,18770,20191231,10806X10,BRIDGEBIO PHARMA INC,56787,10806X10
BBY,Best Buy Company,53.48,-0.3909,-0.3014,-0.3866,-0.2628,0,1, BBY,2184,20190131,2018,86516101,BEST BUY CO INC,1,11,764478,USA,55423,Richfield,25504020,443142,5731,MN,85914,20191231,8651610,BEST BUY COMPANY INC,7506,8651610
BCOR,Blucora Inc,10.55,-0.5964,-0.3937,-0.59,-0.6946,0,0, BCOR,116772,20191231,2019,95229100,BLUCORA INC,12,14,1068875,USA,75038,Irving,40203010,523120,6211,TX,86544,20191231,9522910,BLUCORA INC,16347,9522910
BCPC,Balchem Cp,94.54,-0.0698,-0.0067,-0.0846,-0.0012,0,0, BCPC,1979,20191231,2019,57665200,BALCHEM CORP  -CL B,12,14,9326,USA,10958,New Hampton,15101050,325412,2834,NY,10318,20191231,5766520,BALCHEM CORP,8237,5766520
BCRX,Biocryst Pharma Inc,1.95,-0.4348,-0.379,-0.4179,-0.774,0,0, BCRX,29837,20191231,2019,09058V103,BIOCRYST PHARMACEUTICALS INC,12,14,882796,USA,27703,Durham,35201010,325414,2836,NC,80306,20191231,09058V10,BIOCRYST PHARMACEUTICALS INC,12902,09058V10
BDGE,Bridge Bancorp Inc,18.02,-0.4626,-0.3279,-0.4558,-0.4094,0,0, BDGE,17438,20191231,2019,108035106,BRIDGE BANCORP INC,12,14,846617,USA,11932,Bridgehampton,40101015,522110,6020,NY,92716,20191231,10803510,BRIDGE BANCORP INC,53043,10803510
BDX,Becton Dickinson and Company,226.73,-0.1663,-0.0533,-0.159,-0.0909,0,1, BDX,2111,20190930,2019,75887109,BECTON DICKINSON & CO,9,11,10795,USA,7417,Franklin Lakes,35101010,339112,3841,NJ,39642,20191231,7588710,BECTON DICKINSON & CO,20284,7588710
BEAT,Biotelemetry Inc,35.88,-0.2251,-0.1776,-0.2363,-0.4079,0,0, BEAT,179441,20191231,2019,90672106,BIOTELEMETRY INC,12,14,1574774,USA,19355,Malvern,35102015,621999,8090,PA,92587,20191231,9067210,BIOTELEMETRY INC,52967,9067210
BECN,Beacon Roofing Suppl,13.31,-0.5838,-0.5563,-0.5861,-0.6052,0,0, BECN,160598,20190930,2019,73685109,BEACON ROOFING SUPPLY INC,9,14,1124941,USA,20170,Herndon,20107010,423330,5030,VA,90353,20191231,7368510,BEACON ROOFING SUPPLY INC,45555,7368510
BEN,Franklin Resources,15.61,-0.3992,-0.3326,-0.3778,-0.5432,0,1, BEN,4885,20190930,2019,354613101,FRANKLIN RESOURCES INC,9,11,38777,USA,94403,San Mateo,40203010,523920,6282,CA,37584,20191231,35461310,FRANKLIN RESOURCES INC,6407,35461310
BF.B,Brown Forman Inc Cl B,55.44,-0.1799,-0.1312,-0.1767,0.0528,0,1, BF.B,2435,20190430,2018,115637209,BROWN FORMAN CORP,4,11,14693,USA,40210,Louisville,30201020,312140,2085,KY,,,,,,
BGCP,Bgc Partners Cl A,2.19,-0.6313,-0.5428,-0.6263,-0.611,0,0, BGCP,127377,20191231,2019,05541T101,BGC PARTNERS INC,12,14,1094831,USA,10022,New York,40203020,523120,6211,NY,87487,20191231,05541T10,B G C PARTNERS INC,17502,05541T10
BGNE,Beigene Ltd Ads,139.98,-0.1555,-0.0947,-0.1377,-0.0324,0,0, BGNE,,,,,,,,,,,,,,,,15936,20191231,07725L10,BEIGENE LTD,55520,07725L10
BHF,Brighthouse Financial Inc,19.7,-0.4978,-0.4233,-0.4947,-0.4718,0,0, BHF,31774,20191231,2019,10922N103,BRIGHTHOUSE FINANL INC,12,14,1685040,USA,28277,Charlotte,40301020,524113,6311,NC,16816,20191231,10922N10,BRIGHTHOUSE FINANCIAL INC,56000,10922N10
BIDU,Baidu Inc,97.2,-0.231,-0.1761,-0.2735,-0.4443,0,0, BIDU,,,,,,,,,,,,,,,,90857,20191231,5675210,BAIDU INC,47204,5675210
BIIB,Biogen Inc,300.51,0.0127,-0.0484,0.0332,0.2987,1,1, BIIB,24468,20191231,2019,09062X103,BIOGEN INC,12,14,875045,USA,2142,Cambridge,35201010,325414,2836,MA,76841,20191231,09062X10,BIOGEN INC,11112,09062X10
BILI,Bilibili Inc ADR,24.11,0.2948,-0.0812,0.0919,0.3335,0,0, BILI,,,,,,,,,,,,,,,,17346,20191231,9004010,BILIBILI INC,56291,9004010
BK,Bank of New York Mellon Corp,33.75,-0.3294,-0.1308,-0.3286,-0.3413,0,1, BK,2019,20191231,2019,64058100,BANK OF NEW YORK MELLON CORP,12,11,1390777,USA,10286,New York,40203010,522110,6020,NY,49656,20191231,6405810,BANK OF NEW YORK MELLON CORP,20265,6405810
BKEP,Blueknight Energy LP,0.86,-0.2389,-0.2182,-0.2586,-0.1569,0,0, BKEP,,,,,,,,,,,,,,,,92206,20191231,09625U10,BLUEKNIGHT ENERGY PARTNERS L P,52550,09625U10
BKNG,Booking Holdings Inc,1230.68,-0.4008,-0.2688,-0.4042,-0.3066,1,1, BKNG,119314,20191231,2019,09857L108,BOOKING HOLDINGS INC,12,14,1075531,USA,6854,Norwalk,25502020,519130,7370,CT,86783,20191231,09857L10,BOOKING HOLDINGS INC,16454,09857L10
BKR,Baker Hughes A Ge Co. Cl A,10.4,-0.5942,-0.3708,-0.5944,-0.6071,0,1, BKR,32106,20191231,2019,05722G100,BAKER HUGHES CO,12,11,1701605,USA,77073-5101,Houston,10101020,213112,1389,TX,75034,20191231,05722G10,BAKER HUGHES CO,20253,05722G10
BL,Blackline Inc,49.5,-0.04,-0.1932,-0.0627,0.0733,0,0, BL,28420,20191231,2019,09239B109,BLACKLINE INC,12,14,1666134,USA,91367,Woodland Hills,45103010,519130,7370,CA,16381,20191231,09239B10,BLACKLINE INC,55746,09239B10
BLCM,Bellicum Pharma Comm,4.13,-0.6798,-0.5203,-0.705,-0.884,0,0, BLCM,22258,20191231,2019,79481404,BELLICUM PHARMACEUTICALS INC,12,14,1358403,USA,77030,Houston,35201010,325414,2836,TX,15125,20191231,7948110,BELLICUM PHARMACEUTICALS INC,55143,7948110
BLDR,Builders Firstsource,10.91,-0.5706,-0.5401,-0.5674,-0.1996,0,0, BLDR,163036,20191231,2019,12008R107,BUILDERS FIRSTSOURCE,12,14,1316835,USA,75201,Dallas,20102010,321992,2452,TX,90720,20191231,12008R10,BUILDERS FIRSTSOURCE INC,46846,12008R10
BLK,Blackrock,418.07,-0.1684,-0.1328,-0.1698,-0.0478,0,1, BLK,124434,20191231,2019,09247X101,BLACKROCK INC,12,11,1364742,USA,10055,New York,40203010,523920,6282,NY,87267,20191231,09247X10,BLACKROCK INC,36336,09247X10
BLKB,Blackbaud Inc,48.91,-0.3856,-0.2762,-0.3789,-0.4077,0,0, BLKB,260893,20191231,2019,09227Q100,BLACKBAUD INC,12,14,1280058,USA,29492,Charleston,45103010,519130,7370,SC,90276,20191231,09227Q10,BLACKBAUD INC,45417,09227Q10
BLL,Ball Corp,62.17,-0.0387,-0.1836,-0.0401,0.0715,0,1, BLL,1988,20191231,2019,58498106,BALL CORP,12,11,9389,USA,80021-2510,Broomfield,15103010,332431,3411,CO,57568,20191231,5849810,BALL CORP,20257,5849810
BLMN,Bloomin' Brands Inc,5.83,-0.7358,-0.6739,-0.7318,-0.7121,0,0, BLMN,171049,20191231,2019,94235108,BLOOMIN' BRANDS INC,12,14,1546417,USA,33607,Tampa,25301040,722511,5812,FL,13548,20191231,9423510,BLOOMIN BRANDS INC,54162,9423510
BLUE,Bluebird Bio,41.88,-0.5227,-0.412,-0.5183,-0.7422,0,0, BLUE,17998,20191231,2019,09609G100,BLUEBIRD BIO INC,12,14,1293971,USA,2142,Cambridge,35201010,325414,2836,MA,13947,20191231,09609G10,BLUEBIRD BIO INC,54424,09609G10
BMCH,Bmc Stock Holdings,16.26,-0.4333,-0.3517,-0.4336,-0.1061,0,0, BMCH,24415,20191231,2019,05591B109,BMC STOCK HOLDINGS INC,12,14,1574815,USA,27617,Raleigh,20107010,444110,5211,NC,14106,20191231,05591B10,B M C STOCK HLDGS INC,54515,05591B10
BMRN,Biomarin Pharmaceuticals,84.21,-0.004,-0.0918,0.0025,-0.0836,0,0, BMRN,122257,20191231,2019,09061G101,BIOMARIN PHARMACEUTICAL INC,12,14,1048477,USA,94901,San Rafael,35201010,325414,2836,CA,87056,20191231,09061G10,BIOMARIN PHARMACEUTICAL INC,16668,09061G10
BMY,Bristol-Myers Squibb Company,55.53,-0.1349,-0.062,-0.1155,0.1845,0,1, BMY,2403,20191231,2019,110122108,BRISTOL-MYERS SQUIBB CO,12,11,14272,USA,10016,New York,35202010,325412,2834,NY,19393,20191231,11012210,BRISTOL MYERS SQUIBB CO,20331,11012210
BNGO,Bionano Genomics Inc,0.275,-0.7782,-0.7477,-0.7764,-0.9385,0,0, BNGO,33749,20191231,2019,09075F107,BIONANO GENOMICS INC,12,14,1411690,USA,92121,San Diego,35203010,339112,3841,CA,18102,20191231,09075F10,BIONANO GENOMICS INC,56483,09075F10
BOKF,Bok Financial Corp,41.89,-0.5207,-0.4166,-0.518,-0.4972,0,0, BOKF,24447,20191231,2019,05561Q201,BOK FINANCIAL CORP,12,14,875357,USA,74172,Tulsa,40101015,522110,6020,OK,76892,20191231,05561Q20,B O K FINANCIAL CORP,11106,05561Q20
